communityname,State,pop,perHoush,pct12-21,pct12-29,pct16-24,pct65up,medIncome,pctNotHSgrad,pctCollGrad,pctUnemploy,pctAllDivorc,persHomeless,violentPerPop
Oakdalecity,CA,11961,2.71,13.37,26.84,13.03,12.98,27230,30.95,9.97,10.34,14.31,0,346.97
Ansoniatown,CT,18403,2.57,11.35,25.35,11.25,15.41,34181,27.16,12.52,7.55,9.18,0,346.99
Bellairecity,TX,13842,2.35,8.23,18.3,6.98,13.57,45892,7.59,48.93,2.69,12.8,0,347.97
Tamaraccity,FL,44822,1.96,5.29,14.64,6.73,44.41,26703,24,14.2,5.82,7.72,1,348.12
Brigantinecity,NJ,11354,2.35,10.38,28.69,13.11,12.87,35989,18.67,21.15,4.35,12.11,0,348.32
SouthPasadenacity,CA,23936,2.34,11.69,27.02,11.88,10.61,43043,8.37,48.96,2.55,12.3,0,348.5
PortNechescity,TX,12974,2.63,13.5,24.7,11.62,10.36,36171,15.38,17.92,5.84,9.69,0,349.17
Cupertinocity,CA,40263,2.62,11.13,23.16,10.24,7.93,64587,5.48,52.06,2.75,10.85,0,349.61
Webstertown,MA,16196,2.48,11.92,25.76,12.4,16.57,30067,33.22,13.36,6.53,10.45,0,349.65
Rowlettcity,TX,23260,3.08,12.2,26.12,9.04,2.87,48121,9.43,27.42,3.14,7.67,0,349.87
LomaLindacity,CA,17400,2.89,11.63,30.68,14.01,11.27,33265,16.78,42.32,4.72,10.65,21,350.03
Alvincity,TX,19220,2.76,15.97,30.41,15.16,8.27,28860,26.19,13.34,4.56,13.03,0,350.93
Ashlandtown,MA,12066,2.62,10.31,24.69,10.91,8.92,51173,10.6,36.21,5.21,10.66,0,351.8
Carlisleborough,PA,18419,2.54,18.9,33.27,21.85,14.64,26151,24.39,27.48,3.54,10.01,0,352.5
Ithacacity,NY,29541,3.07,42.25,63.26,52.26,6.66,17738,13.3,50.16,4.9,6.35,0,352.88
Woonsocketcity,RI,43877,2.5,13.15,27.93,13.54,14.29,25363,43.81,9.12,9.35,11.19,0,353.39
Venicecity,FL,16922,1.86,4.68,9.38,4.64,48.35,27834,19.28,23.32,3.96,8.84,3,353.42
Statesborocity,GA,15854,3.02,36.31,50.47,40.59,10.08,17161,30.65,26.7,7.5,6.94,0,353.53
Yucaipacity,CA,32824,2.46,11.81,20.96,9.53,20.73,27182,26.14,12.42,5.18,11.23,0,353.83
Claytoncity,MO,13874,2.58,25.03,39.16,26.34,11.06,44218,3.63,66.98,2.74,8.73,0,354.46
Yeadonborough,PA,11980,2.5,10.92,23.07,10.16,14.22,35951,19.78,25.12,5.26,11.7,0,354.96
Poquosoncity,VA,11005,2.92,16.11,25.58,12.21,7.49,43236,15.64,29.42,2.91,6.91,0,355.9
LosAlamitoscity,CA,11676,2.84,13.9,30.28,14.04,8.7,45171,14.1,29.3,4.24,13.42,0,356.17
Harwichtown,MA,10275,2.28,9.7,17.94,8.24,25.83,28259,12.19,26,8.97,8.05,0,358
MountPleasantcity,TX,12291,2.85,15.12,27.91,13.96,15.17,20743,37.76,13.67,4.15,10.68,0,358.01
Claremontcity,CA,32503,3.1,22.42,32.35,21.82,10.52,53479,7.2,51.18,4.22,8.53,0,358.64
Clemsoncity,SC,11096,2.4,26.67,47.49,36.51,11.11,22265,11.77,56.99,5.77,4.81,0,358.97
BocaRatoncity,FL,61492,2.34,11.1,21.72,11.1,18.96,42314,11.56,34.86,3.29,9.6,0,360.34
Durantcity,OK,12823,2.46,18.68,32,19.84,16.3,14316,31.14,23.89,10.5,13.01,0,360.5
Morgantowncity,WV,25879,2.7,37.83,53.22,44.28,10.24,18022,14.84,44.17,8.03,5.6,0,360.85
Durangocity,CO,12430,2.7,24.9,37.9,26.9,10.54,22996,15.88,31.31,6.45,10.88,1,361.75
Bensalemtownship,PA,56788,2.71,13.72,28.9,12.69,8.31,38488,20.07,21.8,4.97,10.25,0,361.82
GarfieldHeightscity,OH,31739,2.54,11.74,23.92,11.05,18.08,28694,28.3,8.5,5.9,9.25,0,362.65
Radfordcity,VA,15940,3.06,41.84,57.65,49.62,7.97,19487,24.56,29.06,6.07,5.86,0,363.7
Methuentown,MA,39990,2.73,12.69,24.89,11.58,14.98,37701,26.02,18.99,7.65,7.94,0,364.19
Lawrencevillecity,GA,16848,2.72,13.09,29.08,12.58,7.34,34826,24.64,21.32,4.29,13.3,0,364.21
WhitePlainscity,NY,48718,2.51,10.76,24.85,11.54,13.51,44004,19.69,37.48,5.02,10.22,3,366.34
Robbinsdalecity,MN,14396,2.4,9.4,22.84,9.21,18.15,33107,15.58,19.29,4.55,9.87,0,366.66
Valparaisocity,IN,24414,2.72,20.54,33.98,21.61,10.63,31602,14.82,27.88,3.75,9.84,0,366.83
Lynnwoodcity,WA,28695,2.53,13.09,29.59,13.96,8.6,30512,13.86,18.46,4.55,15.5,0,367.02
Lafayettecity,CO,14548,2.7,11.14,24.93,9.09,5.29,34182,14.97,28.11,3.93,14.83,0,367.13
Breacity,CA,32873,2.69,13.3,27.95,13.44,8.62,51253,12.59,30.99,3.31,10.85,0,367.33
Roycity,UT,24603,3.21,17.17,29.37,12.63,7.28,35018,11.27,15.58,4.05,9.74,0,368.05
Graftontown,MA,13035,2.72,13.82,27.46,13.19,10.93,42310,17.78,24.41,6.26,8.26,0,368.19
AgouraHillscity,CA,20390,3.08,15.82,24.89,11.47,3.61,70919,7.13,44.15,3.61,9.34,0,368.76
Radcliffcity,KY,19772,2.76,16.68,33.84,17.09,4.93,25197,17.17,13.19,9.78,11.26,0,369.08
Quincycity,MA,84985,2.38,10.95,29.11,13.72,14.92,35858,17.25,23.22,6.92,8.95,4,369.24
Middletowncity,OH,45991,2.51,13.04,25.96,12.62,13.15,25735,28.57,12.78,7.84,14.53,0,369.3
Chelmsfordtown,MA,32383,2.83,13.28,25.84,12.39,8.71,53971,9.77,37.68,5.31,7.3,0,369.33
Auburncity,AL,33830,2.52,38,59.94,49.19,5.07,12931,11.9,50.05,6.77,4.92,0,370.67
Weatherfordcity,TX,14804,2.6,14.37,25.24,12.75,15.16,25208,29.25,15.82,5.21,12.28,0,372.56
Lovelandcity,CO,37352,2.66,12.97,24.03,10.43,11.41,30548,15.84,18.6,5.03,11.21,1,372.83
LaPalmacity,CA,15392,3.2,16.96,29.17,15.75,5.24,54364,11.15,31.52,2.5,8.12,1,372.95
Scottsborocity,AL,13786,2.52,14.44,25.21,12.32,12.84,24676,32.53,14.88,4.66,11.39,0,373.54
Margatecity,FL,42985,2.27,9.52,20.56,9.51,28.46,28465,25.43,12.26,5.29,9.71,0,373.65
Bloomfieldtownship,NJ,45061,2.44,10.59,24.97,11.61,16.34,39822,22.13,25.36,5.57,8.24,1,373.88
Homewoodcity,AL,22922,2.25,15.4,33.17,17.69,12.46,30516,9.38,42.02,3.15,12.13,0,374.05
Glendalecity,CA,180038,2.62,12.04,26.68,12.37,11.54,34372,22.83,28.55,6.95,11.12,17,374.07
Lewistoncity,ME,39757,2.51,15.57,29.35,16.3,14.32,24051,36.26,9.73,7.5,12.19,0,374.18
Gillettecity,WY,17635,2.83,15.27,27.34,11.48,3.95,35532,11.26,17.9,5.31,12.12,0,375.3
Belchertowntown,MA,10579,2.77,11.83,23.43,10.64,9.34,38868,19.52,28.86,3.76,9.95,0,375.6
Pembertontownship,NJ,31342,3.12,16,29.09,13.14,5.9,35460,23.51,8.91,5.5,11.38,0,377.16
Auburncity,CA,10592,2.31,11.06,20.94,9.64,17.2,32708,15.03,26.43,4.14,14.89,0,377.36
SouthSanFranciscodivision,CA,280039,2.82,12.25,26.29,12.39,10.71,43088,18.13,23.85,4.43,10.99,122,377.37
Portsmouthcity,NH,25925,2.51,11.14,31.18,13.86,10.56,30591,11.2,26.55,5.12,12.53,0,377.97
Delrantownship,NJ,13178,3.02,15.91,27.35,13.94,8.87,46573,18.14,23.04,4.38,7.42,0,378.11
Kennewickcity,WA,42155,2.62,14.53,27.83,12.95,8.23,28261,17.5,19.77,7,13.34,0,380.43
Deptfordtownship,NJ,24137,2.82,13,27.12,12.68,11.26,38250,26.5,12.57,5.09,9.68,0,383.23
Novatocity,CA,47585,2.61,11.95,24.71,11.06,8.96,45890,8.28,31.81,2.92,11.92,2,383.35
LongBeachcity,NY,33510,2.47,9.81,24.68,10.15,14.98,41495,17.01,28.67,5.54,10.72,0,383.57
FortCollinscity,CO,87758,2.6,20.89,38.17,24.27,6.78,26826,8.55,42.71,5.64,9.49,10,383.57
EastHartfordtown,CT,50452,2.48,11.29,26.95,12.57,14.21,36584,26.18,13.58,5.28,12.02,0,384.07
LaPortecity,TX,27910,3.05,15.23,27.41,11.98,4.85,41733,18.36,14.35,5.22,12.2,0,384.08
CedarGrovetownship,NJ,12053,2.9,10.28,21.07,10.06,17.32,55464,16.78,31.32,3.13,6.12,0,384.21
Morristowncity,TN,21385,2.45,14.41,27.55,14.17,13.71,19749,42.63,11.21,7.93,15.19,0,384.56
Danvillecity,VA,53056,2.44,13.17,23.77,12.14,16.83,20413,42.55,12.42,8.71,13.8,0,385.23
SuisunCitycity,CA,22686,3.39,15.47,28.47,11.88,3.3,40865,17.9,12.84,7.31,10.59,0,385.5
WhiteSettlementcity,TX,15472,2.76,14.28,28.91,13.46,9.68,25149,29.35,6.79,5.53,15.72,0,386.63
FarmersBranchcity,TX,24250,2.76,12.72,25.5,11.93,9.13,38037,20.52,25.09,5.39,11.57,0,386.92
NewportBeachcity,CA,66643,2.16,9.53,25.02,11.89,13.93,60374,4.69,50.25,3.01,14.45,0,387.2
Martinsburgcity,WV,14073,2.33,12.63,24.74,11.78,17.02,22193,32.13,16.72,8.38,13.91,0,387.44
ApacheJunctioncity,AZ,18100,2.35,10.48,19.4,8.8,24.95,19686,29.89,7.25,6.82,12.98,1,389.09
Cullmancity,AL,13367,2.38,13.18,22.89,11.93,19.47,21114,34.83,17,4.42,12.09,1,389.55
Rahwaycity,NJ,25325,2.63,11.39,24.54,11.1,14.22,40776,22.83,17.78,5.36,9.58,3,390.07
Eugenecity,OR,112669,2.43,17.3,31.76,19.04,11.15,25369,11.44,34.88,6.42,12.92,84,390.93
SandSpringscity,OK,15346,2.71,15.02,25.71,11.23,9.85,28315,24.95,14.8,5.44,13.27,0,391.64
Campbellcity,CA,36048,2.36,9.93,29.11,12.28,8.41,42489,11.4,30.97,3.42,16.41,0,391.99
Lebanoncity,OH,10453,2.62,12.92,27.69,13.22,11.22,27095,25,16.09,1.93,13.33,0,393.26
Gaffneycity,SC,13145,2.61,16.78,28.54,15.37,13.47,21515,40.53,12.48,9.29,12.99,1,393.73
Rockwallcity,TX,10486,2.69,13.75,24.67,11.26,8.38,44130,13.65,36.96,4.58,9.47,0,394.21
Gulfportcity,MS,40775,2.58,14.11,27.52,13.65,13.11,21174,25.24,18.29,7.69,16.27,1,394.74
Jeffersontowncity,KY,23221,2.61,13.01,26.64,11.8,7.31,38962,14.51,27.47,2.92,11.28,0,395.27
Hesperiacity,CA,50418,3.05,14.89,25.91,11.52,10.7,30795,28.73,6.73,9.21,11.55,0,395.44
Dixoncity,CA,10401,3.06,14.92,27.26,11.75,7.16,36710,23.11,18.18,8.25,10.17,0,395.6
Kentcity,OH,28835,3.27,36.25,54.92,43.89,6.23,21463,14.11,33.63,6.9,7.65,0,395.81
Fultoncity,MO,10033,2.93,20.03,31.51,20.45,15.04,23839,33.47,15.48,3.75,12.25,0,397.28
FondduLaccity,WI,37757,2.58,13.56,25.84,12.34,13.83,26826,21.78,14.08,5.06,9.53,0,398.42
Arcadiacity,CA,48290,2.63,13.88,24.44,12.17,14.51,47347,11.12,36.39,3.63,9.73,2,398.76
Marshalltowncity,IA,25178,2.52,12.97,23.45,11.1,15.77,27325,19.15,17.76,4.46,11.41,0,399.17
Bournetown,MA,16064,2.72,13.66,26.13,13.4,13.47,34159,13.5,22.36,6.19,9.29,0,399.23
Arcatacity,CA,15197,2.5,24.16,45.34,31.54,8.78,18551,14.28,36.89,9.44,10.29,3,399.28
Arnoldcity,MO,18828,2.83,14.73,28.34,13.54,7.71,34179,28.19,9.17,5.69,11.17,0,399.86
Miamicity,OK,13142,2.43,18.23,27.66,16.62,19.02,17278,28.99,13.82,9,11.98,0,400.42
Hendersonvillecity,TN,32188,2.81,15.35,27.21,12.9,7.58,38068,16.66,21.1,3.69,10.34,0,400.56
LowerPaxtontownship,PA,39162,2.44,11.16,24.95,11.4,11.65,37783,12.58,26.8,2.06,9.87,0,401.67
Irvingcity,TX,155037,2.45,13.16,34.64,15.76,5.01,31767,19.29,26.19,5.24,14.89,0,401.73
Cloviscity,CA,50323,2.76,14.74,29.59,13.43,7.21,31699,18.17,20.13,5.79,13.18,0,402.75
Oregoncity,OH,18334,2.67,14.69,25.82,13.07,13.19,34704,24.14,11.26,6.57,9.32,0,403.14
ShakerHeightscity,OH,30831,2.44,12.21,21.46,9.71,13.09,51128,7.37,60.99,3.94,10.31,0,404.15
Glendalecity,WI,14088,2.56,9.85,18.93,8.43,19.62,40602,17.23,35.24,2.57,8.24,0,405.71
Swissvaleborough,PA,10637,2.16,9.99,23.83,10.25,18.45,23773,21.74,20.9,6.62,11.16,0,407.12
Paramusborough,NJ,25067,3.22,12.24,22.82,11.81,14.88,58995,14.6,31.19,3.68,4.56,0,407.57
SafetyHarborcity,FL,15124,2.56,11.89,21.05,9.52,14.45,36935,12.19,28.31,4.5,10.77,0,408.19
Woodbridgetownship,NJ,93086,2.78,10.81,25.74,11.46,12.38,45516,22.57,19.84,4.85,8.18,0,408.3
Leominstercity,MA,38145,2.57,12.1,27.99,12.77,11.6,35974,24.83,19.31,7.11,9.96,0,408.34
Collingswoodborough,NJ,15289,2.39,12.02,26.53,12.24,14.34,33026,17.6,26.62,3.63,11.82,0,408.98
Uniontownship,NJ,50024,2.65,12.05,23.08,11.96,19.36,42665,25.17,21.5,4.56,6.78,0,409.11
EggHarbortownship,NJ,24544,2.71,14.33,26.72,12.34,8.78,37594,23.18,14.66,4.51,12.26,0,409.98
Peoriacity,AZ,50618,2.77,11.08,23.2,8.71,13.02,34205,16.54,16.87,4.62,9.19,5,410.47
MountainViewcity,CA,67460,2.25,8.87,29.23,11.77,8.73,42431,13.37,40.75,3.17,14.85,5,411.23
Glassboroborough,NJ,15614,3.11,23.11,39.34,26.05,9.77,34218,24,21.74,8.11,8.77,0,412.04
Norwalktown,CT,78331,2.56,10.6,26.36,11.59,11.33,48171,20.48,29.54,4.69,10.29,7,412.91
Greenevilletown,TN,13532,2.42,12.98,23.63,11.74,17.23,20066,38,17.04,9.06,14.23,0,413.19
PuntaGordacity,FL,10747,2.1,5.87,10.71,5.42,39.16,34158,15.38,25.46,3.93,7.47,0,415.11
Chillicothecity,OH,21923,2.42,12.9,23.66,11.37,16.46,22458,30.4,13.88,10.65,14.14,0,415.27
Griffithtown,IN,17916,2.66,13.78,27.85,13.22,9.68,36562,17.63,13.22,4.13,9.51,0,416.93
CopperasCovecity,TX,24079,2.98,17.02,35.38,17.85,3.09,24596,12.34,13.89,7.81,8.89,0,417.93
Grandviewcity,MO,24967,2.69,15.86,30.25,14.99,6.79,32779,14.66,17.61,4.98,13.39,0,418.07
Hazelwoodcity,MO,15324,2.41,11.77,28.45,12.75,9.37,35197,17.59,20.23,3.96,12.93,0,420.62
Robstowncity,TX,12849,3.59,18.8,30.03,14.87,10.44,16180,61.8,6.31,12.26,10.59,0,420.91
Shrewsburytown,MA,24146,2.6,11.73,24.26,11.14,12.62,44248,12.83,36.63,4.95,7.96,0,421.34
Braintreetown,MA,33836,2.84,11.98,25.77,12.76,14.6,44734,12.43,23.41,6.7,6.81,2,421.75
Wilmingtoncity,OH,11199,2.53,16.4,29.09,16.4,13.26,25300,22.29,17.38,6.61,12.2,0,421.76
Keenecity,NH,22430,2.67,19.96,32.9,21.18,12.62,31235,16.34,28.98,6.42,10.46,0,422.05
Overlandcity,MO,17987,2.51,10.63,24.68,10.21,14.46,28727,29.94,10.78,6.31,12.85,0,422.22
Warwickcity,RI,85427,2.55,12.1,24.16,11.21,15.12,35786,22.18,21.26,5.44,9.37,0,423.52
FortLeeborough,NJ,31997,2.1,7.06,19.08,7.18,18.28,46395,15.14,42.2,4.77,9.25,0,425.03
Wilmingtontown,MA,17651,3.18,14.27,26.71,13.6,8.38,52189,16.39,20.63,6.12,5.69,0,426.25
Merrillvilletown,IN,27257,2.72,13.23,24.81,11.72,14.4,36221,19.76,15.13,4.15,8.03,0,426.57
Uticacity,NY,68637,2.42,13.75,27.31,14.3,17.16,19950,32.62,12.31,9.39,11.35,0,426.71
Nilescity,OH,21128,2.5,13.09,25.19,12.81,14.55,25547,28.16,11.06,7.01,12.04,0,427.27
Narragansetttown,RI,14985,2.56,16.55,34.42,22.54,10.13,35545,12.82,37.07,5.3,8.27,0,428.64
McAlestercity,OK,16370,2.53,11.75,23.49,10.69,17.57,19906,34.63,11.75,9.04,14.52,0,428.7
SiouxFallscity,SD,99405,2.53,13.7,29.2,13.92,10.29,27123,16.75,22.72,3,10.68,18,430.31
Chesapeakecity,VA,151976,2.92,14.33,27.6,12.44,7.8,35737,22.89,16.9,4.23,10.87,0,430.93
FlowerMoundtown,TX,15527,3.09,13.52,24.32,9.46,2.74,53693,6.43,35.61,3.54,7.5,0,432.61
Kearnytown,NJ,34874,2.8,12.95,28.53,13.26,12.21,37840,31.51,15.28,6.22,7.75,0,433.21
Vacavillecity,CA,71479,3.16,12.96,29.21,12.85,6.27,40679,17.65,16.86,4.9,10.72,0,433.92
ElSegundocity,CA,15223,2.25,10.2,28.13,11.27,8.9,46352,9.6,32.49,3.32,15,0,434.14
GreenBaycity,WI,96466,2.51,13.75,28.94,13.74,11.22,26770,19.15,16.66,5.42,10.54,1,435.6
TwinFallscity,ID,27591,2.63,15.07,25.75,12.27,13.65,23206,23.5,13.67,4.35,12.55,0,438.23
Shawneecity,OK,26017,2.52,16.37,28.47,16.04,15.57,19002,30.55,13.97,9.12,12.71,9,438.5
Prescottcity,AZ,26455,2.3,12.18,21.17,11.91,23.98,22517,16.66,23.51,6.89,12.43,0,438.76
PinellasParkcity,FL,43426,2.39,10.77,23.15,10.32,20.76,26109,26.22,10.85,4.17,13.17,12,439.29
Burlingtontownship,NJ,12454,2.8,12.21,27.21,13.02,11.3,39618,22.02,15.22,4.56,11.02,0,439.32
Andersoncity,IN,59459,2.45,15.31,27.93,14.78,14.6,23221,28.67,12,8.19,14.94,0,439.73
SanMateocity,CA,85486,2.41,10.15,24.24,10.96,14.48,42894,14.73,30.16,4.25,12.55,136,440.66
Hackensackcity,NJ,37049,2.25,9.28,27.33,11.67,12.89,38976,25.57,25.74,5.79,13.16,0,441.08
Weymouthtown,MA,54063,2.6,11.77,27.13,12.98,12.43,41586,12.45,21.73,5.56,9.07,0,441.72
NorthLauderdalecity,FL,26506,2.92,14.05,30.97,13.46,6.13,36297,17.28,14.88,5.04,12.51,0,441.95
Oxfordtown,MA,12588,2.8,14.31,26.83,12.09,9.69,36682,25.45,16.18,6.67,9.33,0,442.24
RapidCitycity,SD,54523,2.58,14.46,28.86,14.19,10.26,25740,15.07,23.35,5.21,11.54,4,442.93
Springfieldcity,MO,140494,2.45,18.09,32.89,20.04,13.26,21577,23.03,20.66,5.72,13.04,4,442.95
NorthPlainfieldborough,NJ,18820,2.56,10.97,26.47,10.85,11.49,41875,16.81,28.05,3.76,9.68,0,443.73
Ukiahcity,CA,14599,2.58,13.45,24.65,11.3,13.25,24402,23.71,13.94,7.2,17.19,6,444.17
Hopewelltownship,NJ,11590,2.95,12.78,21.89,10.86,10.76,65522,11.44,46.09,2.15,5.73,0,444.97
Yarmouthtown,MA,21174,2.21,9.31,18.83,9.04,27.51,27222,14.01,22.48,7.93,9.84,0,445.41
Meridiancity,MS,41036,2.54,14.6,26.21,12.93,14.76,18004,31.39,15.85,9.45,14.29,24,445.94
Bloomfieldtown,CT,19483,2.61,11.2,21.64,10.67,17.06,47853,18.6,31,4.72,9.49,0,446.04
Fredericksburgcity,VA,19027,2.55,20.99,38.98,25.15,12.07,26614,26.25,26.07,3.32,12.93,60,446.77
Xeniacity,OH,24664,2.73,14.9,27.31,12.98,10.43,25508,25.37,11.45,7.43,13,0,446.95
Smyrnacity,GA,30981,2.09,10.19,34.22,14.17,7.72,33863,15.33,34.13,3.92,15.61,8,447.45
Auburncity,WA,33102,2.48,12.3,27.8,12.65,10.39,30007,18.02,12.9,4.92,17.29,5,447.63
CostaMesacity,CA,96357,2.57,12.14,33.06,15.62,7.44,40313,16.52,27.26,4.17,15,26,448.84
Chicocity,CA,40079,2.58,24.81,48.68,34.62,7.35,19005,14.36,31.76,9.2,10.82,55,449.15
Columbuscity,MS,23799,2.6,16.82,30.13,16.31,12.54,19030,35.08,18.92,9.19,13.21,0,449.67
Elizabethtowncity,KY,18167,2.48,13.64,27.11,12.64,12.92,23420,25.81,19.9,6.32,12.93,0,450.38
Maplewoodtownship,NJ,21652,2.73,10.98,21.64,10.3,13.3,57568,12.26,47.87,3.45,6.66,0,450.45
Calntownship,PA,11997,2.92,10.34,25.13,9.92,10.2,41129,16.76,22.67,3.05,11.61,0,450.75
Springfieldtownship,OH,13352,2.82,13.91,21.82,10.96,14.84,32713,25.83,13.65,5.41,8.48,0,452.4
Whittiercity,CA,77671,2.81,14.04,28.03,14.12,12.35,38020,20.35,20.85,4.84,11.58,0,453.49
Bettendorfcity,IA,28132,2.64,13.98,23.98,10.59,9.12,40174,9.93,34.21,3.92,9.19,0,454.84
Walthamcity,MA,57878,2.79,17.73,36.43,21.69,11.54,38514,21.02,26.48,6.05,7.99,3,455.62
Hamptoncity,VA,133793,2.69,15.27,30.86,15.85,8.9,30144,20.31,19.07,5.87,12.25,1,455.92
Herefordcity,TX,14745,3.07,16.87,28.56,13.27,10.25,21120,43.25,11.48,7.7,9.52,0,455.99
BeaverFallscity,PA,10687,2.53,16.76,27.7,16.85,17.47,14423,33.44,9.01,12.86,13.01,0,456.87
Midlandcity,TX,89443,2.7,13.53,25.47,11.35,8.51,31544,21.7,28.99,6.24,11.95,6,457.27
PoplarBluffcity,MO,16996,2.4,13.71,24.36,11.91,17.6,14868,41.94,11.8,8.52,15.41,0,457.72
Pawtucketcity,RI,72644,2.45,12.3,27.25,12.76,14.64,26541,38.37,13.06,7.98,11.47,1,458.28
RedBankborough,NJ,10636,2.27,9.19,22.64,9.71,18.06,36879,23.97,28.04,6.12,13.32,6,458.81
GroverCitycity,CA,11656,2.59,12.72,27.75,13.06,11.21,28266,23.14,15.25,5.63,16.16,0,459.24
Bentoncity,AR,18177,2.6,13.37,24.28,11.54,14.37,24353,30,14.25,5.06,10.69,0,460.14
Jacksonvillecity,AL,10283,2.84,31.97,47.45,36.89,9.94,22092,25.19,30.04,7.84,7.72,0,460.5
DesMoinescity,IA,193187,2.46,13.62,28.54,14.12,11.82,26703,18.98,18.9,4.95,13.43,16,461.42
SanMarcoscity,TX,28743,2.92,34.04,57.5,44.93,6.27,14816,32.16,27.47,10.05,6.76,1,461.98
Kernersvilletown,NC,10836,2.28,12.64,32.02,15.39,9.09,25649,25.51,16.96,5.99,15.37,0,462.24
Manchestertown,CT,51618,2.49,11.42,26.35,12.06,13.99,40290,16.38,24.89,3.7,10.89,0,462.3
Carteretborough,NJ,19025,2.88,12.69,26.18,12.71,14.07,40268,30.57,9.26,6.58,7.78,0,462.84
Woodwardcity,OK,12340,2.59,13.26,25.03,10.63,11.9,23296,26.9,13.74,4.48,13.18,0,463.3
OregonCitycity,OR,14698,2.68,14.7,27.81,13.51,10,28687,19.12,12.76,3.41,13.96,0,463.84
SouthDaytonacity,FL,12482,2.28,10.89,25.45,13.4,19.56,24864,25.86,11.78,6.08,13.91,0,463.85
Florencecity,KY,18624,2.66,14.34,28.45,13.15,9.61,31270,23.54,14.17,3.33,12.31,2,464.08
WestChesterborough,PA,18041,2.95,29.24,49.7,36.51,8.79,31262,19.48,31.7,5.7,9.33,0,465.66
Duncanvillecity,TX,35748,2.86,16.21,26.78,12.34,6.32,41028,12.99,29.02,4.57,11.2,0,465.96
Lompoccity,CA,37649,3.01,12.41,27.18,11.59,7.86,31702,21.56,14.22,7.34,14.78,119,467.36
VanWertcity,OH,10891,2.48,13.55,24.72,11.44,14.76,25324,23.31,12.04,5.73,10.32,0,468.1
WestMifflinborough,PA,23644,2.45,11.36,21.79,10.51,18.97,26867,22.32,11.34,7.39,8.02,0,469.8
DiamondBarcity,CA,53672,3.18,15.41,27.27,13.07,4.08,60651,9.37,37.02,3.55,8.58,0,470.21
Nicholasvillecity,KY,13603,2.75,14.9,29.85,13.23,8.29,25258,35.12,10.29,5.21,12.97,0,471.89
Orangecity,CA,110658,3.01,14.63,30.19,15.4,7.74,46539,18.34,25.58,4.57,11.63,11,473.71
Kannapoliscity,NC,29696,2.47,12.92,25.84,12.84,17.12,22369,41.29,7.73,5.85,13.12,1,474.31
Brooklinetown,MA,54718,2.25,10.45,28.82,13.43,12.82,45598,6.82,63.68,4.8,8.56,0,475.46
Pampacity,TX,19959,2.51,12.95,23.16,10.34,15.26,24472,29.41,12.71,5.71,10.23,0,476.86
Fairfieldcity,OH,39729,2.6,13.28,29.14,13.13,7.62,38531,14.85,25.9,3.66,10.55,0,477.21
Magnoliacity,AR,11151,2.6,18.51,30.08,17.89,15.11,18107,31.03,17.82,6.84,11.56,0,478.35
Edencity,NC,15238,2.38,12.23,23.1,11.44,17.13,21133,42.28,8.87,4.86,13.42,0,478.65
MorganHillcity,CA,23928,3.06,15.48,26.99,12.57,6.84,53480,16.58,28.06,3.7,10.21,0,479.52
ColumbiaHeightscity,MN,18910,2.43,11.32,24.79,11.48,14.08,30469,20.63,12.56,5.95,11.22,0,479.67
Lancastercity,TX,22117,2.87,14.25,27.35,11.86,8.49,31489,24.21,16.81,5.42,13.34,2,480.51
Carpinteriacity,CA,13747,2.78,14.32,27.77,14.11,11.36,34827,23.73,22.6,3.75,13.28,0,480.87
Longwoodcity,FL,13316,2.89,14.4,26.29,12.12,9.48,35374,17.39,20.93,4.33,12,0,480.89
SantaClaracity,CA,93613,2.56,12.82,31.54,15.24,9.11,44707,16.45,30.77,4.43,12.87,0,482.97
Fremontcity,CA,173339,2.88,12.66,27.74,12.06,6.11,51231,13.4,29.93,4.19,10.71,12,483.47
Roselleborough,NJ,20314,2.67,12.02,26.19,12.49,13.53,40431,22.6,19.69,7.62,10.66,0,483.61
Alamogordocity,NM,27596,2.63,14.12,28.87,12.99,10.21,24579,18.01,16.73,7.64,12.23,0,483.72
Middletowncity,NY,24160,2.75,13.36,28.07,13.51,12.34,30194,29.73,16.05,6.63,12.3,2,484.83
PortHuenemecity,CA,20319,3.02,14.78,32.22,15.93,9.05,33554,21.12,15.91,4.9,13.28,0,485.18
Wenatcheecity,WA,21756,2.42,12.82,23.96,11.63,15.36,22806,25.4,17.08,9.15,13.7,4,485.38
Westminstercity,MD,13068,2.52,17.39,35.2,19.89,12.01,31298,24.82,21.93,3.73,13.65,0,485.77
Bellevilletownship,NJ,34213,2.56,11.4,27,12.31,13.72,38507,28.98,17.2,5.16,8.82,0,485.98
Weslacocity,TX,21877,3.32,17.95,29.1,14.43,14.2,17645,48.47,12.46,17.59,8.04,0,487.18
Bayonnecity,NJ,61444,2.43,11.34,24.3,11.4,17.37,31954,29.95,16.61,5.88,8.96,5,487.27
LaMesacity,CA,52931,2.28,10.77,27.8,13.81,15.6,31171,13.32,24.25,4.93,15.02,0,487.28
Hanahancity,SC,13176,2.59,16.55,34.48,19.23,7.52,28435,20.26,15.72,2.83,12.77,0,487.73
Oleancity,NY,16946,2.46,12.85,24.38,12.03,15.46,21339,21.68,17.91,8.14,11.91,0,488.03
Kokomocity,IN,44962,2.41,13.66,26.91,12.51,12.11,26272,25.97,13,8.22,15.55,0,488.86
